rsrp_mean,rsrp_std,rsrq_mean,rsrq_std,sinr_mean,sinr_std,sinr_min,sinr_max,prb_dl_mean,prb_ul_mean,mcs_dl_mode,mcs_ul_mode,app_dl_mean,app_dl_std,d_rsrp_mean,d_rsrq_mean,d_sinr_mean,d_sinr_std,d_app_dl_mean,rsrp_rsrq_ratio,sinr_range,throughput_per_prb,prb_util_ratio,sinr_cv,throughput_efficiency,hour_sin,hour_cos,is_single_rru,scenario_level,ohe_pci_mode_0,ohe_pci_mode_1,ohe_scenario_id_0,ohe_scenario_id_1,ohe_scenario_id_2,ohe_scenario_id_3,weak_label,ts_start_ns
0.07787002,-0.2772334,0.5079978,-0.44370386,0.56618994,0.104001254,0.54113287,0.72631854,0.17400625,-0.41423884,0.45562428,0.54928017,0.68332,-0.5677728,0.035500735,0.03160436,0.42314985,0.5301515,3.5652878e-10,-0.6258495,0.18909596,0.67909414,0.42749527,-0.08360081,0.03417651,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000076922994688
-0.009190794,-0.20036702,0.5024863,-0.49221277,0.42294505,0.23507011,0.43684453,0.53386503,0.20265828,-0.41423884,0.06140372,0.54928017,0.68332,-0.5677728,-0.27820823,-0.0076637496,-0.42544574,0.118835166,3.5652878e-10,-0.7324688,0.024157958,0.6766339,0.42911664,-0.0819739,0.035444956,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000082048000000
-0.057476234,-0.5319185,0.48595056,-0.47604296,0.3359435,0.40236616,0.26837888,0.51461965,0.17400625,-0.36524352,0.19281058,0.27353206,0.68332,-0.5677728,-0.15128678,-0.027298741,-0.25412074,0.15222046,3.5652878e-10,-0.7684129,0.47184747,0.67909414,0.37689212,-0.080165535,0.036312077,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000087171997696
-0.16502182,-0.55713046,0.45287862,-0.44370338,0.2876096,-0.1855786,0.2844233,0.34141156,0.1453564,-0.36524352,0.19281058,0.27353206,0.68332,-0.5677728,-0.34525996,-0.05675123,-0.1363335,-0.5437738,3.5652878e-10,-0.85417515,0.0005952583,0.6815579,0.37523374,-0.084636815,0.036830317,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000092330999808
-0.07869276,-0.41039884,0.48043796,-0.44963363,0.29639766,-0.0157046,0.3004677,0.2836755,0.088054515,-0.46323416,0.06140372,0.27353206,0.68332,-0.5677728,0.28934,0.051238418,0.03766804,0.15459615,3.5652878e-10,-0.787141,-0.1879059,0.68649733,0.47340724,-0.08329495,0.036734015,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000097455005696
-0.11088342,-0.33268505,0.44185448,-0.41136408,0.10306091,0.27350622,-0.084596686,0.062354077,0.1453564,-0.41423884,0.06140372,0.27353206,0.68332,-0.5677728,-0.098604575,-0.06656779,-0.5780327,0.26457134,3.5652878e-10,-0.7639673,0.40115982,0.6815579,0.42586982,-0.07960217,0.039096866,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000102588997632
0.27393937,0.4704293,0.5024863,-0.49221277,0.55564404,0.48456642,0.4288223,0.72631854,0.088054515,-0.46323416,0.5870311,0.27353206,0.68332,-0.5677728,1.2663844,0.11014339,1.3895307,0.1925514,3.5652878e-10,-0.3554438,0.5189729,0.68649733,0.47340724,-0.080859005,0.03426386,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000107680997376
-0.009921995,0.02014447,0.4804385,-0.44963363,0.3113371,0.111724205,0.3004677,0.31254345,-0.08384677,-0.46323416,0.19281058,0.27353206,0.68332,-0.5677728,-0.9223855,-0.037116237,-0.7332951,-0.3455454,3.5652878e-10,-0.69591475,-0.11721825,0.70140827,0.46380675,-0.082342155,0.036572453,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000112867000320
-0.10722575,-0.57561207,0.4639028,-0.5083825,0.21466884,-0.42870378,0.27640107,0.19707146,0.059404667,-0.46323416,0.06140372,0.54928017,0.68332,-0.5677728,-0.31173593,-0.027298741,-0.28356686,-0.49998453,3.5652878e-10,-0.7966663,-0.3292812,0.6889727,0.47181472,-0.08638606,0.037667774,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000117967003648
-0.24476673,-0.18494964,0.41980723,-0.37902468,-0.021728855,0.10072323,-0.13272968,-0.024250133,0.0021049671,-0.46323416,-0.07000314,0.54928017,0.68332,-0.5677728,-0.44344237,-0.07638529,-0.7092024,0.48594317,3.5652878e-10,-0.9024685,0.3304715,0.69393504,0.4686173,-0.08025024,0.0409506,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000123073994752
-0.21403901,-0.24615517,0.43634346,-0.39199197,-0.0015166098,0.120392434,-0.02041929,0.014240708,0.11670655,-0.46323416,-0.07000314,0.27353206,0.68332,-0.5677728,0.10734293,0.0316053,0.07246773,0.016174527,3.5652878e-10,-0.89043003,0.09484584,0.68402547,0.4749998,-0.08021885,0.040629372,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000128173006848
-0.25354558,-0.59575707,0.41429517,-0.39846146,-0.048093025,0.17605036,-0.092618816,-0.081986025,-0.026544882,-0.46323416,-0.07000314,0.27353206,0.68332,-0.5677728,-0.12255136,-0.037117172,-0.13097997,0.049340032,3.5652878e-10,-0.90454704,0.07128313,0.6964222,0.46701652,-0.07927843,0.04138306,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000133315002368
-0.29378393,-0.56707567,0.39224738,-0.41592762,-0.17727707,0.10113109,-0.116685346,-0.06274079,0.059404667,-0.36524352,-0.07000314,-0.0022160811,0.68332,-0.5677728,-0.12494659,-0.037116237,-0.38261446,-0.07099374,3.5652878e-10,-0.91951406,0.18909596,0.6889727,0.37023392,-0.07885073,0.043751664,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000138447994880
-0.27915156,-0.7798178,0.38673583,-0.4113644,-0.22121702,-0.5072005,-0.13272968,-0.38028896,0.11670655,-0.41423884,-0.07000314,-0.0022160811,0.68332,-0.5677728,0.0546589,-0.0076637496,-0.122948915,-0.5625613,3.5652878e-10,-0.89100796,-0.5413448,0.68402547,0.42424437,-0.085332036,0.044666536,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000143587000320
-0.15185295,-0.30134594,0.43634242,-0.34981784,-0.08324508,0.21102664,-0.07657448,-0.014627422,0.1453564,-0.46323416,-0.07000314,-0.0022160811,0.68332,-0.5677728,0.4234435,0.090506524,0.43118042,0.65993243,3.5652878e-10,-0.80856246,0.18909596,0.6815579,0.47658822,-0.07860003,0.04198474,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000148695007232
0.034705214,-0.3329826,0.4583907,-0.43164122,0.16633461,0.6566051,0.07584676,0.51461965,0.088054515,-0.46323416,-0.07000314,0.27353206,0.68332,-0.5677728,0.61741483,0.041422796,0.77115345,0.40867233,3.5652878e-10,-0.59969974,1.03735,0.68649733,0.47340724,-0.07672566,0.038263146,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000153830998016
0.055921737,0.26475063,0.4639028,-0.38807464,0.16281949,1.0208343,-0.18086274,0.37027952,0.17400625,-0.31624794,-0.33281684,0.27353206,0.6470627,0.033360228,0.07621046,0.011970307,0.00019081663,0.33370468,-0.08417543,-0.5808632,1.4379144,0.642791,0.32636714,-0.07350001,0.038064227,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000158957993984
-0.32670578,0.2604799,0.28200847,-0.22709271,-0.46816042,0.0055936812,-0.38943917,-0.50538373,0.030754818,-0.31624794,0.19281058,-0.0022160811,0.58276075,0.28114128,-1.2456716,-0.32181707,-1.9111556,-0.93754935,-0.14928435,-0.7769013,-0.09365532,0.5903706,0.31785303,-0.07646063,0.05017088,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000164098015232
-0.29597864,0.2407823,0.3481518,-0.20263089,-0.4655241,0.049218237,-0.40548357,-0.47651568,0.0021049671,-0.41423884,0.32421744,0.27353206,0.68332,-0.5677728,0.1073411,0.11995995,0.018928917,0.038250647,0.23345979,-0.8475978,0.024157958,0.69393504,0.41771784,-0.07588538,0.05117321,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000169223995392
-0.39474535,0.05605097,0.37571168,-0.31434593,-0.27658165,0.6173439,-0.23701793,-0.03387266,0.17400625,-0.07127107,0.06140372,-0.2779642,0.6182564,-0.27363464,-0.31652457,0.051239356,0.58644384,0.521606,-0.15105258,-1.0228863,0.61322325,0.6139482,0.07488214,-0.07162054,0.045318697,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000174358003712
-0.4444943,-0.02462736,0.3426392,-0.21426123,-0.26955134,0.08264109,-0.2209736,-0.24557155,0.17400625,-0.2182573,0.19281058,-0.0022160811,0.68332,-0.5677728,-0.15607724,-0.056752164,0.03231375,-0.49470848,0.15105258,-1.0307406,0.047720436,0.67909414,0.22554353,-0.078075066,0.04574849,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000179500007424
-0.58423,-0.66410404,0.34263974,-0.38807526,-0.32052177,-0.3233574,-0.22899573,-0.40915698,0.11670655,-0.31624794,-0.33281684,-0.0022160811,0.68332,-0.5677728,-0.45062622,0.0021537466,-0.1443648,-0.37610066,3.5652878e-10,-1.2117788,-0.32928142,0.68402547,0.3229681,-0.0824884,0.04698567,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000184636997632
-0.54252815,-0.5605496,0.37571168,-0.39120182,-0.28361207,-0.4249978,-0.2129514,-0.39953437,0.030754818,-0.26725262,0.19281058,-0.2779642,0.68332,-0.5677728,0.14326404,0.061056852,0.12333055,-0.09561866,3.5652878e-10,-1.2154286,-0.35284412,0.6914521,0.26722106,-0.083998986,0.04607941,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000189802987520
-0.60032535,-0.88950795,0.3316156,-0.41136453,-0.34073418,-0.79176766,-0.1567962,-0.5534971,0.1453564,-0.12026664,0.32421744,-0.55371237,0.68332,-0.5677728,-0.18242107,-0.07638623,-0.16310367,-0.33994937,3.5652878e-10,-1.2134091,-0.894784,0.6815579,0.12318086,-0.088213705,0.04750645,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000194926002176
-0.5213127,-0.6078575,0.38673583,-0.4113644,-0.24933866,-0.25909394,-0.148774,-0.2840622,0.17400625,-0.31624794,0.45562428,-0.55371237,0.68332,-0.5677728,0.26539138,0.10032683,0.28930205,0.4889351,3.5652878e-10,-1.2071067,-0.25859356,0.67909414,0.32636714,-0.08228673,0.045285847,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000200083996672
-0.44083664,-0.28954992,0.41980672,-0.41136423,-0.13245796,0.094960675,-0.17284054,-0.09160874,-0.19844835,-0.31624794,-0.20141,-0.2779642,0.68332,-0.5677728,0.27018183,0.06105498,0.36693352,0.32432827,3.5652878e-10,-1.159855,0.28334653,0.7114275,0.3040963,-0.07935122,0.042879134,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000205212991488
-0.10795695,-0.2655947,0.46941435,-0.4159269,0.12415215,-0.0048332494,0.059802435,0.08159931,0.11670655,-0.46323416,0.06140372,0.27353206,0.68332,-0.5677728,1.0963616,0.0905084,0.79256904,-0.09391703,3.5652878e-10,-0.8070571,0.024157735,0.68402547,0.4749998,-0.08226291,0.038811732,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000210310004736
-0.19940664,-0.28299147,0.4639028,-0.42257586,0.090757735,0.002636799,0.14002423,0.20669419,0.059404667,-0.41423884,-0.07000314,-0.0022160811,0.68332,-0.5677728,-0.2925741,-0.0076637496,-0.09082573,0.0049323635,3.5652878e-10,-0.9185973,0.09484561,0.6889727,0.42098522,-0.08198778,0.03926669,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000215429988352
-0.24988736,-0.24883245,0.4639028,-0.42257553,0.13557667,0.053350415,0.18815714,0.27405277,0.11670655,-0.46323416,-0.07000314,-0.0022160811,0.68332,-0.5677728,-0.15847246,0.0021528103,0.1474232,0.044783585,3.5652878e-10,-0.98537093,0.118408315,0.68402547,0.4749998,-0.08181308,0.03866036,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000220572008448
-0.14014706,-0.027994039,0.4639028,-0.46981493,0.29639748,0.34273672,0.20420155,0.47612897,0.0021049671,-0.36524352,-0.07000314,-0.0022160811,0.68332,-0.5677728,0.36597082,0.0021528103,0.50078136,0.26473305,3.5652878e-10,-0.84021205,0.56609786,0.69393504,0.36689246,-0.080386475,0.036734015,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000225686011904
-0.19135953,-0.08690482,0.45287862,-0.42257586,0.2797002,0.3111109,0.22826801,0.31254345,0.030754818,-0.46323416,0.06140372,0.27353206,0.68332,-0.5677728,-0.16086769,-0.017482182,-0.03996393,-0.03109651,3.5652878e-10,-0.8889469,0.09484561,0.6914521,0.47021806,-0.08053552,0.036917806,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000230849003520
-0.24403553,-0.50212073,0.4749264,-0.45335472,0.22169942,-0.37294653,0.29244548,0.19707146,0.11670655,-0.46323416,0.06140372,-0.0022160811,0.68332,-0.5677728,-0.16565815,0.041421857,-0.16578017,-0.63234663,3.5652878e-10,-0.99684215,-0.3764066,0.68402547,0.4749998,-0.08593733,0.03758396,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,0,1700000235953995776
-0.30402517,-0.1985695,0.4473671,-0.3683217,0.059120964,0.056722485,0.059802435,0.11046744,0.1453564,-0.36524352,-0.07000314,-0.0022160811,0.68332,-0.5677728,-0.18959762,-0.046932798,-0.48433858,0.3940109,3.5652878e-10,-1.0280734,0.09484584,0.6815579,0.37523374,-0.081276685,0.0397157,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000241110007808
-0.31353748,-0.3481917,0.4473671,-0.4358883,0.033635616,0.3674995,-0.18086274,0.11046744,-0.026544882,-0.46323416,0.32421744,-0.2779642,0.6534421,-0.31554648,-0.024372632,0.0021528103,-0.0667336,0.2844457,-0.06936496,-1.0406202,0.80172414,0.6663419,0.46701652,-0.07814238,0.039873254,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000246268002304
-0.5352122,0.22591947,0.4473671,-0.3192462,-0.2809756,0.5464139,-0.34130618,-0.13972211,0.088054515,-0.46323416,0.19281058,0.27353206,0.68332,-0.5677728,-0.7188332,0.0021528103,-0.94745183,0.16292737,0.06936496,-1.333003,0.6603484,0.68649733,0.47340724,-0.072395176,0.04601678,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000251396997120
-0.48765913,-0.4644115,0.4253193,-0.34981835,-0.17551935,-0.108521424,-0.18086274,-0.18783547,0.17400625,-0.41423884,-0.07000314,-0.2779642,0.6738842,-0.4881174,0.16241671,-0.037116237,0.33213305,-0.6055091,-0.021906199,-1.2310762,0.07128313,0.66964644,0.42749527,-0.0811765,0.043636728,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000256573997056
-0.5988613,-0.7499241,0.36468753,-0.41136476,-0.3512798,-0.17268945,-0.2771288,-0.351421,0.088054515,-0.022275744,-0.4642237,-0.8294605,0.12517641,0.8154689,-0.35722882,-0.10583778,-0.5244928,-0.061085895,-1.2738879,-1.2693874,-0.046530142,0.12633462,0.01905283,-0.080317736,0.042355213,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000261717983232
-0.6456843,0.012586864,0.24342394,-0.11436076,-0.4848577,0.14498681,-0.39746138,-0.3610436,0.059404667,-0.07127107,-0.4642237,-0.8294605,-0.27653685,0.99248224,-0.14649998,-0.21382836,-0.3959988,0.29080373,-0.93262327,-1.1199697,0.28334653,-0.27511144,0.0673392,-0.074199826,0.041252445,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000266868015104
-0.5864247,-0.104679674,0.37020013,-0.22393683,-0.408402,0.20174366,-0.50977176,-0.40915698,0.0021049671,0.1737058,-1.121258,-0.8294605,-0.18066478,0.8459687,0.20073487,0.22795242,0.24379326,0.05035274,0.22257799,-1.2629097,0.49540994,-0.17521682,-0.18713334,-0.07469704,0.040544108,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000272006004736
-0.8980867,0.13737854,-0.043197207,0.028130654,-0.8434091,0.16733955,-0.83868086,-0.8421773,0.1453564,0.56566864,-1.121258,-1.932453,-1.0881118,0.038223192,-1.013384,-0.73414445,-1.3141948,-0.033656877,-2.106742,-0.9620646,0.40115958,-1.0935018,-0.5725478,-0.06390182,0.0406127,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000277148991488
-0.92954624,-0.52839345,-0.1148521,0.082579456,-0.91019803,-0.09534386,-0.846703,-1.0057627,0.1453564,0.6636596,-0.9898511,-1.3809568,-0.97853905,-0.24762219,-0.09621118,-0.12547089,-0.19255021,-0.24402827,0.2543857,-0.8867676,0.024157846,-0.9837047,-0.67075425,-0.06720483,0.045355882,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000282285015040
-1.2207241,-0.67232686,-1.0904676,0.40367737,-1.274901,0.17831455,-1.16759,-1.3136884,0.0021049671,0.467678,-1.3840717,-1.6567049,-0.9088361,-0.13641389,-0.9463341,-1.7355047,-1.1000385,0.25023896,0.1618233,0.13507698,0.21265866,-0.90774316,-0.48547268,-0.008684556,0.09489941,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000287392989184
-1.4548359,-0.3081312,-1.0904676,0.6881775,-1.4102366,0.21883045,-1.3280333,-1.4195377,0.059404667,1.1536133,-0.8584443,-1.3809568,-1.5971875,1.1645389,-0.75954294,0.0021528103,-0.40135276,0.035385855,-1.5980866,-0.10898343,0.4247222,-1.6015782,-1.1657163,0.12648208,0.12721337,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000292552998912
-1.4775159,0.021295646,-1.2172416,1.1144675,-1.452419,0.0627548,-1.4644103,-1.6697272,0.11670655,1.2026087,-1.121258,-1.6567049,-1.7288096,0.062146656,-0.06747393,-0.22364303,-0.11759549,-0.1457836,-0.30557558,0.023863027,0.21265866,-1.7349354,-1.2084885,0.2785143,0.19665876,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000297690005504
-1.4562994,0.10073141,-1.6085906,1.3757125,-1.5956639,0.07100865,-1.4082551,-1.6793499,0.11670655,2.1825159,-1.121258,-2.2082012,-1.7723334,0.050971024,0.07621046,-0.69487447,-0.42544547,0.0056546773,-0.101045385,0.495736,0.024157735,-1.7785825,-2.1597967,0.08275551,-0.061943557,0.0,0.0,-0.5724892,-1.4633375,0.0,1.0,1.0,0.0,0.0,0.0,1,1700000302829010944
